"","accepted_symbol","scientific_name","fire_resistance","growth_rate","height","drought_tolerance","fire_tolerance","moisture_use","planting_density","root_depth","bloom_period","growth_habit","growth_period"
"710","DROC","Dryas octopetala","No","Rapid",0,"Medium","Medium","Low",20000,12,"Late Spring","Forb/herb","Spring"
"711","DUAR3","Dulichium arundinaceum","Yes","Moderate",3,"Low","Low","High",4800,18,"Late Summer","Graminoid","Summer"
"712","ECWA","Echinochloa walteri","No","Moderate",6,"Low","Medium","High",4800,14,"Summer","Graminoid","Summer"
"713","ELAN","Elaeagnus angustifolia","No","Rapid",35,"High","Low","High",1200,20,"Early Summer","Tree","Spring"
"714","ELAN","Elaeagnus angustifolia","No","Rapid",35,"High","Low","High",1200,20,"Early Summer","Shrub","Spring"
"715","ELCO","Elaeagnus commutata","No","Rapid",12,"High","Medium","Low",1700,18,"Early Summer","Shrub","Spring"
"716","ELUM","Elaeagnus umbellata","No","Rapid",18,"Medium","Medium","Medium",1700,18,"Early Spring","Shrub","Spring"
"717","ELAC","Eleocharis acicularis","No","Moderate",1,"Low","Medium","Medium",4800,10,"Mid Summer","Graminoid","Spring"
"718","ELAC","Eleocharis acicularis","No","Moderate",1,"Low","Medium","Medium",4800,10,"Mid Summer","Graminoid","Summer"
"719","ELAC","Eleocharis acicularis","No","Moderate",1,"Low","Medium","Medium",4800,10,"Mid Summer","Graminoid","Fall"
"720","ELCE","Eleocharis cellulosa","No","Moderate",3,"None","High","High",4800,10,"Mid Summer","Graminoid","Spring"
"721","ELCE","Eleocharis cellulosa","No","Moderate",3,"None","High","High",4800,10,"Mid Summer","Graminoid","Summer"
"722","ELCE","Eleocharis cellulosa","No","Moderate",3,"None","High","High",4800,10,"Mid Summer","Graminoid","Fall"
"723","ELCO2","Eleocharis compressa","No","Moderate",2,"None","High","High",4800,8,"Early Summer","Graminoid","Spring"
"724","ELEQ","Eleocharis equisetoides","No","Moderate",3,"None","High","High",4800,8,"Mid Summer","Graminoid","Summer"
"725","ELOB2","Eleocharis obtusa","Yes","Moderate",2,"Low","Medium","Medium",4800,10,"Summer","Graminoid","Spring"
"726","ELOV","Eleocharis ovata","No","Moderate",2,"None","High","Medium",4800,6,"Late Summer","Graminoid","Summer"
"727","ELPA3","Eleocharis palustris","Yes","Moderate",1,"Low","Medium","High",19000,14,"Late Spring","Graminoid","Spring"
"728","ELPA5","Eleocharis parvula","No","Moderate",1,"None","High","Medium",4800,10,"Mid Summer","Graminoid","Summer"
"729","ELQU","Eleocharis quadrangulata","No","Moderate",4,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"730","ELQU","Eleocharis quadrangulata","No","Moderate",4,"None","High","High",4800,8,"Late Spring","Graminoid","Summer"
"731","ELQU","Eleocharis quadrangulata","No","Moderate",4,"None","High","High",4800,8,"Late Spring","Graminoid","Fall"
"732","ELRO2","Eleocharis rostellata","No","Moderate",3,"None","High","High",4800,10,"Late Spring","Graminoid","Spring"
"733","ELRO2","Eleocharis rostellata","No","Moderate",3,"None","High","High",4800,10,"Late Spring","Graminoid","Summer"
"734","ELRO2","Eleocharis rostellata","No","Moderate",3,"None","High","High",4800,10,"Late Spring","Graminoid","Fall"
"735","ELTE","Eleocharis tenuis","Yes","Moderate",3,"Low","Medium","Low",19000,14,"Late Spring","Graminoid","Spring"
"736","ELRE4","Elymus repens","No","Rapid",3,"Low","High","Medium",43560,14,"Mid Spring","Graminoid","Spring"
"737","EMNI","Empetrum nigrum","No","Slow",1,"Medium","High","Low",1700,16,"Mid Summer","Subshrub","Summer"
"738","EMNI","Empetrum nigrum","No","Slow",1,"Medium","High","Low",1700,16,"Mid Summer","Shrub","Summer"
"739","ENFA","Encelia farinosa","No","Rapid",5,"High","None","Low",12000,12,"Winter","Subshrub","Fall"
"740","ENFA","Encelia farinosa","No","Rapid",5,"High","None","Low",12000,12,"Winter","Subshrub","Winter"
"741","ENFA","Encelia farinosa","No","Rapid",5,"High","None","Low",12000,12,"Winter","Shrub","Fall"
"742","ENFA","Encelia farinosa","No","Rapid",5,"High","None","Low",12000,12,"Winter","Shrub","Winter"
"743","EPNE","Ephedra nevadensis","Yes","Moderate",3,"None","None","Low",2700,6,"Spring","Subshrub","Spring"
"744","EPNE","Ephedra nevadensis","Yes","Moderate",3,"None","None","Low",2700,6,"Spring","Shrub","Spring"
"745","EPTO","Ephedra torreyana","No","Slow",1,"High","Medium","Low",2700,24,"Early Spring","Shrub","Spring"
"746","EPTO","Ephedra torreyana","No","Slow",1,"High","Medium","Low",2700,24,"Early Spring","Subshrub","Spring"
"747","EPTR","Ephedra trifurca","Yes","Moderate",15,"None","None","Low",2700,6,"Spring","Shrub","Spring"
"748","EPLE2","Epilobium leptophyllum","No","Slow",4,"Low","None","High",10912,10,"Summer","Forb/herb","Spring"
"749","EQAR","Equisetum arvense","No","Rapid",1,"None","None","High",19360,6,"Spring","Forb/herb","Spring"
"750","EQFL","Equisetum fluviatile","No","Rapid",3,"None","High","High",4800,6,"Late Spring","Forb/herb","Spring"
"751","EQLA","Equisetum laevigatum","Yes","Rapid",5,"None","High","Low",11000,10,"Early Spring","Forb/herb","Spring"
"752","EQSY","Equisetum sylvaticum","No","Rapid",1,"High","None","Low",10912,6,"Spring","Forb/herb","Spring"
"753","ERIN","Eragrostis intermedia","No","Moderate",3,"High","High","Low",2700,12,"Late Spring","Graminoid","Summer"
"754","ERSP","Eragrostis spectabilis","No","Moderate",1,"High","None","Low",43560,4,"Spring","Graminoid","Spring"
"755","ERNAN5","Ericameria nauseosa ssp. nauseosa var. nauseosa","No","Slow",4,"High","Low","Medium",4850,20,"Late Summer","Subshrub","Spring"
"756","ERNAN5","Ericameria nauseosa ssp. nauseosa var. nauseosa","No","Slow",4,"High","Low","Medium",4850,20,"Late Summer","Shrub","Spring"
"757","ERPI7","Ericameria pinifolia","No","Slow",8,"High","Low","Medium",1700,18,"Indeterminate","Shrub","Year Round"
"758","ERPE3","Erigeron peregrinus","No","Moderate",2,"Low","Medium","High",4800,8,"Late Spring","Forb/herb","Spring"
"759","ERDE5","Eriocaulon decangulare","Yes","Moderate",3,"Medium","Low","Medium",18000,18,"Spring","Forb/herb","Spring"
"760","ERCA6","Eriodictyon californicum","No","Moderate",8,"High","High","Low",1200,6,"Spring","Shrub","Spring"
"761","ERFA2","Eriogonum fasciculatum","No","Moderate",3,"High","High","Low",7000,10,"Mid Summer","Shrub","Spring"
"762","ERFA2","Eriogonum fasciculatum","No","Moderate",3,"High","High","Low",7000,10,"Mid Summer","Subshrub","Spring"
"763","ERMA4","Eriogonum marifolium","No","Moderate",1,"High","Low","Low",7000,12,"Late Spring","Subshrub","Spring"
"764","ERMA4","Eriogonum marifolium","No","Moderate",1,"High","Low","Low",7000,12,"Late Spring","Forb/herb","Spring"
"765","ERMI4","Eriogonum microthecum","No","Moderate",1,"High","Medium","Low",7000,12,"Mid Summer","Subshrub","Spring"
"766","ERMI4","Eriogonum microthecum","No","Moderate",1,"High","Medium","Low",7000,12,"Mid Summer","Shrub","Spring"
"767","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Subshrub","Spring"
"768","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Subshrub","Summer"
"769","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Subshrub","Fall"
"770","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Forb/herb","Spring"
"771","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Forb/herb","Summer"
"772","ERNI2","Eriogonum niveum","No","Slow",2,"High","Low","Low",2700,12,"Early Summer","Forb/herb","Fall"
"773","ERSP7","Eriogonum sphaerocephalum","No","Slow",1,"High","Low","Low",1100,14,"Mid Spring","Subshrub","Spring"
"774","ERSP7","Eriogonum sphaerocephalum","No","Slow",1,"High","Low","Low",1100,14,"Mid Spring","Shrub","Spring"
"775","ERST4","Eriogonum strictum","No","Slow",2,"High","Low","Low",1100,14,"Late Spring","Subshrub","Spring"
"776","ERST4","Eriogonum strictum","No","Slow",2,"High","Low","Low",1100,14,"Late Spring","Forb/herb","Spring"
"777","ERTH4","Eriogonum thymoides","No","Slow",1,"High","Low","Low",1700,12,"Mid Summer","Subshrub","Spring"
"778","ERTH4","Eriogonum thymoides","No","Slow",1,"High","Low","Low",1700,12,"Mid Summer","Forb/herb","Spring"
"779","ERUM","Eriogonum umbellatum","No","Slow",1,"High","Low","Low",4800,20,"Early Summer","Subshrub","Spring"
"780","ERUM","Eriogonum umbellatum","No","Slow",1,"High","Low","Low",4800,20,"Early Summer","Shrub","Spring"
"781","ERUM","Eriogonum umbellatum","No","Slow",1,"High","Low","Low",4800,20,"Early Summer","Forb/herb","Spring"
"782","ERWR","Eriogonum wrightii","No","Slow",2,"High","Medium","Low",1700,12,"Summer","Subshrub","Spring"
"783","ERWR","Eriogonum wrightii","No","Slow",2,"High","Medium","Low",1700,12,"Summer","Shrub","Spring"
"784","ERWR","Eriogonum wrightii","No","Slow",2,"High","Medium","Low",1700,12,"Summer","Forb/herb","Spring"
"785","ERAN6","Eriophorum angustifolium","No","Moderate",2,"None","High","High",11000,10,"Late Spring","Graminoid","Summer"
"786","ERGR8","Eriophorum gracile","No","Moderate",2,"None","High","High",11000,10,"Early Summer","Graminoid","Summer"
"787","ERVI8","Eriophorum virginicum","No","Moderate",4,"Low","Low","Medium",4800,14,"Indeterminate","Graminoid","Summer"
"788","ERSA11","Erythrina sandwicensis","No","Moderate",30,"High","Medium","Medium",400,36,"Summer","Tree","Fall"
"789","ERSA11","Erythrina sandwicensis","No","Moderate",30,"High","Medium","Medium",400,36,"Summer","Tree","Winter"
"790","ERVA7","Erythrina variegata","No","Rapid",50,"Low","Medium","Medium",2700,24,"Winter","Tree","Year Round"
"791","ESCA2","Eschscholzia californica","No","Moderate",1,"Medium","Low","Low",19000,10,"Late Spring","Forb/herb","Spring"
"792","ESCA2","Eschscholzia californica","No","Moderate",1,"Medium","Low","Low",19000,10,"Late Spring","Forb/herb","Summer"
"793","ESCA2","Eschscholzia californica","No","Moderate",1,"Medium","Low","Low",19000,10,"Late Spring","Forb/herb","Fall"
"794","EUCA2","Eucalyptus camaldulensis","No","Rapid",120,"Medium","Medium","High",1200,20,"Early Spring","Tree","Spring"
"795","EUCA2","Eucalyptus camaldulensis","No","Rapid",120,"Medium","Medium","High",1200,20,"Early Spring","Tree","Summer"
"796","EUCA2","Eucalyptus camaldulensis","No","Rapid",120,"Medium","Medium","High",1200,20,"Early Spring","Tree","Fall"
"797","EUGL","Eucalyptus globulus","No","Rapid",160,"Low","High","High",1200,24,"Fall","Tree","Fall"
"798","EUGL","Eucalyptus globulus","No","Rapid",160,"Low","High","High",1200,24,"Fall","Tree","Winter"
"799","EUGR12","Eucalyptus grandis","No","Rapid",160,"Low","High","Medium",1200,20,"Fall","Tree","Fall"
"800","EUGR12","Eucalyptus grandis","No","Rapid",160,"Low","High","Medium",1200,20,"Fall","Tree","Winter"
"801","EURO2","Eucalyptus robusta","No","Rapid",160,"Low","High","Medium",1200,24,"Late Winter","Tree","Fall"
"802","EURO2","Eucalyptus robusta","No","Rapid",160,"Low","High","Medium",1200,24,"Late Winter","Tree","Winter"
"803","EUSA","Eucalyptus saligna","No","Rapid",160,"Medium","High","Medium",1200,24,"Early Spring","Tree","Fall"
"804","EUSA","Eucalyptus saligna","No","Rapid",160,"Medium","High","Medium",1200,24,"Early Spring","Tree","Winter"
"805","EUEN","Eucephalus engelmannii","No","Moderate",6,"Low","High","Medium",4800,12,"Early Summer","Forb/herb","Spring"
"806","EUEN","Eucephalus engelmannii","No","Moderate",6,"Low","High","Medium",4800,12,"Early Summer","Subshrub","Spring"
"807","EUFO5","Euonymus fortunei","Yes","Rapid",1,"Low","High","Medium",11000,18,"Late Spring","Shrub","Spring"
"808","EUGL19","Eurybia glauca","No","Moderate",2,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Spring"
"809","EUGL19","Eurybia glauca","No","Moderate",2,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Summer"
"810","EUGL19","Eurybia glauca","No","Moderate",2,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Fall"
"811","EUMA27","Eurybia macrophylla","No","Moderate",5,"Low","High","Medium",4800,10,"Late Summer","Forb/herb","Spring"
"812","EUMA27","Eurybia macrophylla","No","Moderate",5,"Low","High","Medium",4800,10,"Late Summer","Forb/herb","Summer"
"813","EUMA27","Eurybia macrophylla","No","Moderate",5,"Low","High","Medium",4800,10,"Late Summer","Forb/herb","Fall"
"814","EUOC4","Euthamia occidentalis","No","Moderate",6,"Medium","High","Medium",11000,10,"Late Summer","Forb/herb","Spring"
"815","FAGR","Fagus grandifolia","No","Slow",80,"High","Medium","Medium",800,32,"Mid Spring","Tree","Spring"
"816","FAPA","Fallugia paradoxa","Yes","Rapid",6,"High","Low","Low",300,10,"Late Spring","Shrub","Spring"
"817","FERU","Fendlera rupicola","No","Moderate",6,"High","None","Low",300,10,"Mid Summer","Shrub","Summer"
"818","FEWI","Ferocactus wislizeni","No","Slow",11,"High","None","Low",300,6,"Late Spring","Tree","Summer"
"819","FEWI","Ferocactus wislizeni","No","Slow",11,"High","None","Low",300,6,"Late Spring","Shrub","Summer"
"820","FLCE","Flourensia cernua","No","Slow",3,"High","None","Low",3000,6,"Late Spring","Shrub","Summer"
"821","FOAC","Forestiera acuminata","No","Moderate",33,"Low","Low","High",1700,12,"Spring","Shrub","Summer"
"822","FOAC","Forestiera acuminata","No","Moderate",33,"Low","Low","High",1700,12,"Spring","Tree","Summer"
"823","FOPUP","Forestiera pubescens var. pubescens","No","Moderate",6,"Medium","None","Medium",300,12,"Early Spring","Shrub","Spring"
"824","FOIN3","Forsythia ×intermedia","No","Rapid",10,"Medium","High","High",2700,16,"Early Spring","Shrub","Spring"
"825","FOSU","Forsythia suspensa","No","Rapid",6,"Low","High","Medium",1700,16,"Early Spring","Shrub","Spring"
"826","FOGA","Fothergilla gardenii","Yes","Moderate",4,"None","High","High",200,12,"Spring","Shrub","Spring"
"827","FOSP2","Fouquieria splendens","No","Rapid",10,"High","High","Low",1700,12,"Indeterminate","Shrub","Spring"
"828","FRCH","Fragaria chiloensis","No","Moderate",1,"Medium","High","Medium",11000,10,"Early Spring","Forb/herb","Spring"
"829","FRAL4","Frangula alnus","No","Rapid",12,"Medium","Medium","Medium",2700,14,"Mid Spring","Tree","Spring"
"830","FRAL4","Frangula alnus","No","Rapid",12,"Medium","Medium","Medium",2700,14,"Mid Spring","Shrub","Spring"
"831","FRCAC5","Frangula californica ssp. californica","No","Rapid",5,"High","High","Medium",2700,16,"Mid Spring","Shrub","Spring"
"832","FRCAC5","Frangula californica ssp. californica","No","Rapid",5,"High","High","Medium",2700,16,"Mid Spring","Tree","Spring"
"833","FRPU7","Frangula purshiana","No","Slow",35,"Medium","Medium","Medium",700,24,"Mid Spring","Tree","Spring"
"834","FRPU7","Frangula purshiana","No","Slow",35,"Medium","Medium","Medium",700,24,"Mid Spring","Shrub","Spring"
"835","FRAL","Franklinia alatamaha","No","Moderate",30,"Low","None","High",1700,24,"Late Summer","Tree","Spring"
"836","FRAL","Franklinia alatamaha","No","Moderate",30,"Low","None","High",1700,24,"Late Summer","Shrub","Spring"
"837","FRAM2","Fraxinus americana","No","Moderate",90,"Low","Medium","High",800,40,"Mid Spring","Tree","Spring"
"838","FRAN2","Fraxinus anomala","No","Moderate",20,"Medium","Low","Medium",700,30,"Mid Spring","Tree","Spring"
"839","FRAN2","Fraxinus anomala","No","Moderate",20,"Medium","Low","Medium",700,30,"Mid Spring","Shrub","Spring"
"840","FRCA3","Fraxinus caroliniana","No","Moderate",39,"Low","None","High",2728,12,"Spring","Tree","Spring"
"841","FRCA3","Fraxinus caroliniana","No","Moderate",39,"Low","None","High",2728,12,"Spring","Shrub","Spring"
"842","FRLA","Fraxinus latifolia","No","Moderate",70,"Low","Medium","Medium",800,24,"Mid Spring","Tree","Spring"
"843","FRNI","Fraxinus nigra","No","Slow",65,"Low","Medium","High",800,40,"Early Spring","Tree","Spring"
"844","FRPE","Fraxinus pennsylvanica","No","Rapid",65,"Medium","Medium","Medium",800,40,"Late Spring","Tree","Spring"
"845","FRPR","Fraxinus profunda","No","Rapid",120,"Low","High","High",800,28,"Mid Spring","Tree","Spring"
"846","FRVE2","Fraxinus velutina","No","Moderate",40,"Medium","Low","Low",700,24,"Late Spring","Tree","Spring"
"847","FRCA6","Fremontodendron californicum","No","Moderate",10,"High","High","Low",600,6,"Late Summer","Tree","Spring"
"848","FRCA6","Fremontodendron californicum","No","Moderate",10,"High","High","Low",600,6,"Late Summer","Shrub","Spring"
"849","FRPU2","Fritillaria pudica","No","Rapid",1,"Medium","High","Medium",30000,8,"Early Spring","Forb/herb","Spring"
"850","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Shrub","Spring"
"851","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Shrub","Summer"
"852","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Shrub","Fall"
"853","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Tree","Spring"
"854","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Tree","Summer"
"855","GAWR3","Garrya wrightii","No","Moderate",6,"High","Medium","Low",1200,20,"Late Spring","Tree","Fall"
"856","GAHI2","Gaultheria hispidula","No","Slow",0,"Medium","High","Medium",4800,12,"Mid Spring","Subshrub","Spring"
"857","GAHI2","Gaultheria hispidula","No","Slow",0,"Medium","High","Medium",4800,12,"Mid Spring","Shrub","Spring"
"858","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Subshrub","Spring"
"859","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Subshrub","Summer"
"860","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Subshrub","Fall"
"861","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Shrub","Spring"
"862","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Shrub","Summer"
"863","GAPR2","Gaultheria procumbens","No","Slow",0,"High","High","Low",4800,12,"Spring","Shrub","Fall"
"864","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Shrub","Spring"
"865","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Shrub","Summer"
"866","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Shrub","Fall"
"867","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Subshrub","Spring"
"868","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Subshrub","Summer"
"869","GASH","Gaultheria shallon","Yes","Rapid",6,"Low","High","High",11000,12,"Mid Spring","Subshrub","Fall"
"870","GABA","Gaylussacia baccata","No","Slow",4,"Medium","High","Low",4800,14,"Late Spring","Shrub","Spring"
"871","GADU","Gaylussacia dumosa","No","Slow",1,"Medium","High","Low",4800,14,"Late Spring","Subshrub","Spring"
"872","GADU","Gaylussacia dumosa","No","Slow",1,"Medium","High","Low",4800,14,"Late Spring","Shrub","Spring"
"873","GAFR2","Gaylussacia frondosa","No","Slow",6,"High","High","Low",2700,18,"Mid Spring","Shrub","Spring"
"874","GERI","Geranium richardsonii","No","Moderate",3,"Low","Medium","High",4800,4,"Mid Spring","Forb/herb","Spring"
